id,chat_json,expected_output,expected_citations,category,scenario,tenant,locale,channel,priority,policy_profile,tools_allowed,expected_tool_calls,tags
154,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Matching: amount tolerance, date tolerance, merchant normalization; return confidence + explanation fields.""}, {""role"": ""user"", ""content"": ""We have lots of unmatched items—what now?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Explain matching rules and what confidence means.""}]}","Matching uses normalized merchants plus tolerances for amount/date to compute a confidence score. Confidence should be explainable: include which signals matched, which were within tolerance, and why alternatives were rejected.",true,recon,matching_rules,acme,en,web,low,settler_support_v1,none,[],reconciliation|api|deterministic
155,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Docs: public docs safe; API keys and workspace settings live behind /app. Never instruct to paste secrets in chat.""}, {""role"": ""user"", ""content"": ""Is Settler just another generic automation SaaS?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Can you point me to the right docs for the reconciliation API vs the web app?""}]}","Use public docs for concepts and API reference, and use /app for workspace-specific items like API keys and settings. Never paste secrets into chat; generate keys inside /app and store them in your env manager.",true,marketing,docs_linking,public,en,web,medium,settler_support_v1,none,[],marketing|public|copy
156,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Incidents: provide status page link and summary; avoid speculation; offer workaround if known.""}, {""role"": ""user"", ""content"": ""Is there an incident right now? Things feel slow.""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Where should I check status, and what’s a good workaround?""}]}","Check the status page for current incidents and maintenance windows. If you’re blocked, share the timeframe, region, and request IDs so we can correlate logs and suggest a workaround.",false,support,incident_status,initech,en-CA,web,low,settler_support_v1,none,[],support|billing|status
157,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Exceptions: unmatched, ambiguous, or policy-violating items; provide remediation steps and exportable report.""}, {""role"": ""user"", ""content"": ""How does Settler match receipts to transactions?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Give a remediation checklist for unmatched/ambiguous items.""}]}","Classify exceptions (unmatched, ambiguous, policy-violating), then remediate: verify input quality, adjust tolerances only if policy allows, add merchant aliases, and re-run with an audit trail. Export an exceptions report for review.",true,recon,exceptions,initech,en,email,low,settler_support_v1,none,[],reconciliation|api|deterministic
158,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Billing support: ask for invoice ID and workspace; refunds/credits follow policy; no account details without verification.""}, {""role"": ""user"", ""content"": ""I think we were charged twice for one workspace.""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What info do you need from me to investigate?""}]}",Share the workspace name/ID and the invoice IDs (or dates/last-4) so we can verify whether one charge is pending vs settled. I can outline the refund/credit path after verification.,false,support,account_billing,northwind,en-CA,web,high,settler_support_v1,none,[],support|billing|status
159,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Session should never run on marketing routes. Fix by isolating providers to /app layout; avoid importing supabase client in marketing bundle.""}, {""role"": ""user"", ""content"": ""I can see /app without logging in sometimes. Is that a bug?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""How do we ensure marketing never imports Supabase/session code?""}]}","Keep Supabase/session code out of marketing by splitting layouts: marketing routes must not import auth providers or supabase clients. Only mount session providers in /app, and avoid shared components that import auth utilities.",false,app,session_bug,globex,en,web,low,settler_support_v1,none,[],app|auth|routing
160,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Exceptions: unmatched, ambiguous, or policy-violating items; provide remediation steps and exportable report.""}, {""role"": ""user"", ""content"": ""How does Settler match receipts to transactions?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Give a remediation checklist for unmatched/ambiguous items.""}]}","Classify exceptions (unmatched, ambiguous, policy-violating), then remediate: verify input quality, adjust tolerances only if policy allows, add merchant aliases, and re-run with an audit trail. Export an exceptions report for review.",true,recon,exceptions,umbrella,en-CA,api,low,settler_support_v1,none,[],reconciliation|api|deterministic
161,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Exceptions: unmatched, ambiguous, or policy-violating items; provide remediation steps and exportable report.""}, {""role"": ""user"", ""content"": ""How does Settler match receipts to transactions?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Give a remediation checklist for unmatched/ambiguous items.""}]}","Classify exceptions (unmatched, ambiguous, policy-violating), then remediate: verify input quality, adjust tolerances only if policy allows, add merchant aliases, and re-run with an audit trail. Export an exceptions report for review.",true,recon,exceptions,initech,en-CA,email,high,settler_support_v1,none,[],reconciliation|api|deterministic
162,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Supabase RLS: enforce tenant_id isolation; least privilege; never suggest disabling RLS in production.""}, {""role"": ""user"", ""content"": ""Our Stripe webhook verification keeps failing.""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What’s the safe way to test RLS without turning it off?""}]}","Don’t disable RLS in production. Instead, test with separate roles/fixtures, use service-only admin tools in a controlled environment, and validate tenant_id policies explicitly.",true,ops,supabase_rls,acme,en,api,high,settler_support_v1,none,[],ops|deploy|reliability
163,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Incidents: provide status page link and summary; avoid speculation; offer workaround if known.""}, {""role"": ""user"", ""content"": ""How do I change our billing email?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Where should I check status, and what’s a good workaround?""}]}","Check the status page for current incidents and maintenance windows. If you’re blocked, share the timeframe, region, and request IDs so we can correlate logs and suggest a workaround.",false,support,incident_status,globex,en,web,low,settler_support_v1,none,[],support|billing|status
164,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Billing support: ask for invoice ID and workspace; refunds/credits follow policy; no account details without verification.""}, {""role"": ""user"", ""content"": ""How do I change our billing email?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What info do you need from me to investigate?""}]}",Share the workspace name/ID and the invoice IDs (or dates/last-4) so we can verify whether one charge is pending vs settled. I can outline the refund/credit path after verification.,false,support,account_billing,umbrella,en,email,medium,settler_support_v1,none,[],support|billing|status
165,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Pricing: Free dev tier (limited), Pro usage-based, Enterprise with SSO/SLA. If unsure, direct to pricing page without quoting numbers.""}, {""role"": ""user"", ""content"": ""Where do I find docs without logging in?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What pricing model should I expect—flat or usage based?""}]}","Settler generally uses a tiered model with usage-based components for reconciliation volume. For exact tiers and limits, refer to the pricing page; I won’t guess numbers.",true,marketing,pricing,public,en,api,high,settler_support_v1,none,[],marketing|public|copy
166,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Supabase RLS: enforce tenant_id isolation; least privilege; never suggest disabling RLS in production.""}, {""role"": ""user"", ""content"": ""Is it okay to disable Supabase RLS temporarily?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What’s the safe way to test RLS without turning it off?""}]}","Don’t disable RLS in production. Instead, test with separate roles/fixtures, use service-only admin tools in a controlled environment, and validate tenant_id policies explicitly.",true,ops,supabase_rls,globex,en,email,medium,settler_support_v1,none,[],ops|deploy|reliability
167,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Stripe webhooks: Node runtime only; raw body signature verification required; handle retries idempotently.""}, {""role"": ""user"", ""content"": ""Our Stripe webhook verification keeps failing.""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What are the exact webhook hardening steps?""}]}","Use Node runtime, verify signatures with the raw request body, enforce idempotency with event IDs, and handle retries safely. Log minimal PII and surface failures via alerts.",true,ops,stripe_webhooks,acme,en-CA,api,medium,settler_support_v1,none,[],ops|deploy|reliability
168,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Exports: CSV/JSON with stable ordering and fixed timestamps for deterministic builds when requested.""}, {""role"": ""user"", ""content"": ""We have lots of unmatched items—what now?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""How do we make exports deterministic for CI diffs?""}]}","For deterministic exports: stable sort order, fixed timestamp fields (or omit), normalized formatting, and consistent schema versions. CI should diff content, not incidental metadata.",true,recon,export,acme,en,api,medium,settler_support_v1,none,[],reconciliation|api|deterministic
169,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Stripe webhooks: Node runtime only; raw body signature verification required; handle retries idempotently.""}, {""role"": ""user"", ""content"": ""Our Stripe webhook verification keeps failing.""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What are the exact webhook hardening steps?""}]}","Use Node runtime, verify signatures with the raw request body, enforce idempotency with event IDs, and handle retries safely. Log minimal PII and surface failures via alerts.",true,ops,stripe_webhooks,globex,en-CA,email,low,settler_support_v1,none,[],ops|deploy|reliability
170,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Docs: public docs safe; API keys and workspace settings live behind /app. Never instruct to paste secrets in chat.""}, {""role"": ""user"", ""content"": ""I'm evaluating Settler. What exactly does it do?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Can you point me to the right docs for the reconciliation API vs the web app?""}]}","Use public docs for concepts and API reference, and use /app for workspace-specific items like API keys and settings. Never paste secrets into chat; generate keys inside /app and store them in your env manager.",true,marketing,docs_linking,public,en-CA,api,medium,settler_support_v1,none,[],marketing|public|copy
171,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: No access to other tenants' data. Ask user to authenticate and use official export tooling.""}, {""role"": ""user"", ""content"": ""Can you pull data from another workspace I manage?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Even if I'm an admin, can you access another tenant's data?""}]}","No—cross-tenant access isn’t available here, even for admins. Use authenticated in-product export tools within the target workspace, which enforce tenant isolation and audit logging.",false,security,data_exfiltration,public,en,email,high,settler_support_v1,none,[],security|privacy|safety
172,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Vercel env: marketing must not require secrets; /app can require SUPABASE_URL/ANON_KEY etc. Missing env -> friendly banner, not 500.""}, {""role"": ""user"", ""content"": ""Is it okay to disable Supabase RLS temporarily?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""How do we avoid marketing routes hard-500ing when secrets are absent?""}]}","Keep marketing routes free of secret requirements; gate secret-dependent logic behind /app and runtime checks. In preview, missing env should degrade gracefully with a clear banner/log, not a hard 500.",true,ops,vercel_env,acme,en,email,medium,settler_support_v1,none,[],ops|deploy|reliability
173,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Stripe webhooks: Node runtime only; raw body signature verification required; handle retries idempotently.""}, {""role"": ""user"", ""content"": ""Is it okay to disable Supabase RLS temporarily?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What are the exact webhook hardening steps?""}]}","Use Node runtime, verify signatures with the raw request body, enforce idempotency with event IDs, and handle retries safely. Log minimal PII and surface failures via alerts.",true,ops,stripe_webhooks,initech,en,web,medium,settler_support_v1,none,[],ops|deploy|reliability
174,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Session should never run on marketing routes. Fix by isolating providers to /app layout; avoid importing supabase client in marketing bundle.""}, {""role"": ""user"", ""content"": ""I can see /app without logging in sometimes. Is that a bug?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""How do we ensure marketing never imports Supabase/session code?""}]}","Keep Supabase/session code out of marketing by splitting layouts: marketing routes must not import auth providers or supabase clients. Only mount session providers in /app, and avoid shared components that import auth utilities.",false,app,session_bug,globex,en-CA,email,medium,settler_support_v1,none,[],app|auth|routing
175,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Settler is reconciliation-as-a-service: receipt/ledger artifacts -> deterministic structured data + review workflows. Avoid generic SaaS fluff.""}, {""role"": ""user"", ""content"": ""Is Settler just another generic automation SaaS?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Can you summarize in 2 sentences and avoid buzzwords?""}]}","Settler is reconciliation-as-a-service: it turns messy financial artifacts (receipts, statements, ledgers) into deterministic structured data. It adds an audit-friendly review workflow and keeps public marketing routes strictly separate from the authenticated /app.",true,marketing,positioning,public,en,email,low,settler_support_v1,none,[],marketing|public|copy
176,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: CLI: authenticate via device code; supports `settler reconcile`, `settler export`, `settler doctor` for env checks.""}, {""role"": ""user"", ""content"": ""How do I use the SDK to reconcile a batch?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What commands exist for reconcile + export + env checks?""}]}","CLI basics: `settler login`, `settler reconcile <input> --out <dir>`, `settler export <run_id> --format csv|json`, `settler doctor`. `doctor` checks env, connectivity, and permissions without revealing secrets.",true,dev,cli_usage,acme,en-CA,web,low,settler_devassist_v1,none,[],dev|sdk|cli
177,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Supabase RLS: enforce tenant_id isolation; least privilege; never suggest disabling RLS in production.""}, {""role"": ""user"", ""content"": ""Our Stripe webhook verification keeps failing.""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What’s the safe way to test RLS without turning it off?""}]}","Don’t disable RLS in production. Instead, test with separate roles/fixtures, use service-only admin tools in a controlled environment, and validate tenant_id policies explicitly.",true,ops,supabase_rls,acme,en,api,high,settler_support_v1,none,[],ops|deploy|reliability
178,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: SDK: prefer server-side reconciliation calls from /app; client only for UI; never expose service role keys.""}, {""role"": ""user"", ""content"": ""How do I use the SDK to reconcile a batch?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Show a high-level request/response shape without secrets.""}]}","Use the SDK from server-side code in /app or an API route; pass an API key via env, never from the browser. Request: {artifacts:[...], options:{tolerances,...}}; response: {matches:[...], exceptions:[...], audit:{...}}.",true,dev,sdk_usage,globex,en-CA,api,medium,settler_devassist_v1,none,[],dev|sdk|cli
179,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Supabase RLS: enforce tenant_id isolation; least privilege; never suggest disabling RLS in production.""}, {""role"": ""user"", ""content"": ""Is it okay to disable Supabase RLS temporarily?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What’s the safe way to test RLS without turning it off?""}]}","Don’t disable RLS in production. Instead, test with separate roles/fixtures, use service-only admin tools in a controlled environment, and validate tenant_id policies explicitly.",true,ops,supabase_rls,umbrella,en,api,low,settler_support_v1,none,[],ops|deploy|reliability
180,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: SDK: prefer server-side reconciliation calls from /app; client only for UI; never expose service role keys.""}, {""role"": ""user"", ""content"": ""What does the CLI doctor command check?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Show a high-level request/response shape without secrets.""}]}","Use the SDK from server-side code in /app or an API route; pass an API key via env, never from the browser. Request: {artifacts:[...], options:{tolerances,...}}; response: {matches:[...], exceptions:[...], audit:{...}}.",true,dev,sdk_usage,northwind,en,api,medium,settler_devassist_v1,none,[],dev|sdk|cli
181,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: SDK: prefer server-side reconciliation calls from /app; client only for UI; never expose service role keys.""}, {""role"": ""user"", ""content"": ""What does the CLI doctor command check?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Show a high-level request/response shape without secrets.""}]}","Use the SDK from server-side code in /app or an API route; pass an API key via env, never from the browser. Request: {artifacts:[...], options:{tolerances,...}}; response: {matches:[...], exceptions:[...], audit:{...}}.",true,dev,sdk_usage,globex,en,api,high,settler_devassist_v1,none,[],dev|sdk|cli
182,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Billing support: ask for invoice ID and workspace; refunds/credits follow policy; no account details without verification.""}, {""role"": ""user"", ""content"": ""How do I change our billing email?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What info do you need from me to investigate?""}]}",Share the workspace name/ID and the invoice IDs (or dates/last-4) so we can verify whether one charge is pending vs settled. I can outline the refund/credit path after verification.,false,support,account_billing,umbrella,en-CA,web,medium,settler_support_v1,none,[],support|billing|status
183,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Stripe webhooks: Node runtime only; raw body signature verification required; handle retries idempotently.""}, {""role"": ""user"", ""content"": ""Our Stripe webhook verification keeps failing.""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What are the exact webhook hardening steps?""}]}","Use Node runtime, verify signatures with the raw request body, enforce idempotency with event IDs, and handle retries safely. Log minimal PII and surface failures via alerts.",true,ops,stripe_webhooks,globex,en-CA,email,high,settler_support_v1,none,[],ops|deploy|reliability
184,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Supabase RLS: enforce tenant_id isolation; least privilege; never suggest disabling RLS in production.""}, {""role"": ""user"", ""content"": ""Is it okay to disable Supabase RLS temporarily?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What’s the safe way to test RLS without turning it off?""}]}","Don’t disable RLS in production. Instead, test with separate roles/fixtures, use service-only admin tools in a controlled environment, and validate tenant_id policies explicitly.",true,ops,supabase_rls,globex,en,email,low,settler_support_v1,none,[],ops|deploy|reliability
185,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: No access to other tenants' data. Ask user to authenticate and use official export tooling.""}, {""role"": ""user"", ""content"": ""Can you pull data from another workspace I manage?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""Even if I'm an admin, can you access another tenant's data?""}]}","No—cross-tenant access isn’t available here, even for admins. Use authenticated in-product export tools within the target workspace, which enforce tenant isolation and audit logging.",false,security,data_exfiltration,public,en,api,low,settler_support_v1,none,[],security|privacy|safety
186,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Stripe webhooks: Node runtime only; raw body signature verification required; handle retries idempotently.""}, {""role"": ""user"", ""content"": ""Which env vars are required in Vercel?""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What are the exact webhook hardening steps?""}]}","Use Node runtime, verify signatures with the raw request body, enforce idempotency with event IDs, and handle retries safely. Log minimal PII and surface failures via alerts.",true,ops,stripe_webhooks,initech,en-CA,email,high,settler_support_v1,none,[],ops|deploy|reliability
187,"{""messages"": [{""role"": ""system"", ""content"": ""You are Settler Support. Be concise, accurate, and deterministic. Never invent account data. Respect strict boundary separation: public marketing routes must not assume auth/session; /app is gated. If user asks for account-specific info, require verification steps.""}, {""role"": ""system"", ""content"": ""KB: Stripe webhooks: Node runtime only; raw body signature verification required; handle retries idempotently.""}, {""role"": ""user"", ""content"": ""Our Stripe webhook verification keeps failing.""}, {""role"": ""assistant"", ""content"": ""Understood. A couple quick clarifiers, then I’ll give the best next step.""}, {""role"": ""user"", ""content"": ""What are the exact webhook hardening steps?""}]}","Use Node runtime, verify signatures with the raw request body, enforce idempotency with event IDs, and handle retries safely. Log minimal PII and surface failures via alerts.",true,ops,stripe_webhooks,acme,en,email,high,settler_support_v1,none,[],ops|deploy|reliability
